"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US2674900","Southfield city, Michigan","N","N","13827","2188","1213","17700","2148","31527","4.3","2.8","2.9","8.5","5.2","14.1","N","N","6.4","2.2","2.9","1.9","11.1","4.6","N","N","18.9","5.8","N","N","2.6","8.6","2.8","12.5","11.3","4.6","N","N","3.7","11.0","2.8","11.0","19.4","5.0","N","N","3.8","10.4","3.0","14.7","19.6","3.5","4.8","14.9","N","N","5.0","22.5","10.0","2.7","5.6","3.2","N","N","3.7","13.5","10.5","3.0","16.3","4.7","N","N","2.9","2.0","1.7","6.9","2.8","4.0","N","N","0.3","0.6","3.8","2.2","1.5","2.8","1.8","1.6","N","N","47197","3802","64481","9499","29714","5294","11830","86294","5698","75274","4553","59809","N","N","5056","38543","30.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.5","(X)",
"1600000US2676460","Sterling Heights city, Michigan","25969","1473","15625","1855","1282","33693","1886","49318","3.5","1.5","1.5","4.9","3.4","8.4","0.9","1.5","5.1","1.7","3.5","1.6","11.0","4.3","1.3","2.4","18.4","4.4","2.4","5.4","2.2","6.6","2.1","10.2","14.0","4.2","2.3","7.3","2.3","9.5","1.9","10.6","18.6","5.4","2.8","12.6","2.9","14.3","2.5","15.9","19.5","2.5","4.4","15.7","3.8","22.1","3.1","20.2","16.0","2.3","9.3","3.4","3.8","21.1","3.1","18.7","13.2","2.3","17.8","3.2","20.2","3.6","3.5","2.2","1.3","4.7","1.8","3.5","5.8","2.3","0.7","0.9","1.2","0.8","0.6","1.0","0.5","0.3","1.0","1.5","53390","3132","65055","3737","31764","6011","6009","73190","3816","71666","2969","62879","N","N","3489","41029","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)",
"1600000US2680700","Troy city, Michigan","N","N","8084","1163","1011","23232","1151","31316","1.6","1.0","1.5","3.6","5.2","9.8","N","N","3.3","1.3","1.4","1.3","10.9","4.9","N","N","19.3","7.2","N","N","2.2","5.2","2.2","9.0","6.3","3.6","N","N","1.9","5.2","1.8","6.0","10.4","4.5","N","N","2.4","8.1","2.1","8.4","16.7","3.2","4.9","14.7","N","N","3.8","17.4","19.7","3.4","15.2","5.5","N","N","4.3","21.1","17.2","3.0","20.4","3.7","N","N","7.8","4.7","2.2","11.1","2.9","8.4","N","N","0.6","1.0","8.4","2.3","2.0","7.6","4.2","5.0","N","N","77827","3351","86073","5835","40606","9282","8419","95340","12532","113529","9498","100481","N","N","12388","61616","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"1600000US2684000","Warren city, Michigan","23661","1590","17970","1925","1557","33816","2225","51786","6.0","2.0","1.8","7.9","3.9","11.9","1.0","0.8","6.5","1.6","5.0","1.9","9.7","2.2","1.1","2.0","21.1","4.1","3.0","10.0","2.8","12.7","2.4","15.2","18.0","4.4","2.6","9.2","2.1","8.4","2.2","11.9","19.0","4.2","4.1","19.4","3.4","18.5","2.4","18.8","19.3","2.6","4.2","14.3","3.8","25.9","3.2","22.4","11.3","2.1","4.5","2.3","3.7","16.7","2.9","14.2","6.8","1.6","9.8","2.4","12.4","3.3","1.3","1.1","0.9","2.6","1.3","1.7","2.8","1.5","0.0","0.8","0.5","0.4","0.4","0.5","0.5","0.3","0.6","0.7","41587","2755","49522","4077","29791","2619","5128","60544","3603","57306","2840","49771","N","N","3385","34004","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)",
"1600000US2686000","Westland city, Michigan","N","N","15642","2015","1241","19876","1847","35518","6.5","3.3","2.7","10.6","5.1","17.8","N","N","6.6","2.2","5.6","2.9","7.5","3.0","N","N","22.2","4.9","N","N","3.0","9.4","2.8","15.2","12.6","4.4","N","N","3.4","12.0","2.9","11.9","13.5","3.8","N","N","4.9","19.1","3.2","16.4","21.0","3.1","4.8","19.0","N","N","4.6","22.2","8.2","1.8","3.9","2.1","N","N","2.7","11.1","8.0","2.1","11.2","3.3","N","N","2.4","2.1","1.1","2.6","1.8","1.8","N","N","0.7","0.9","0.2","0.4","0.4","0.3","0.8","0.4","N","N","39657","3334","46220","5404","26233","3605","6425","60500","4201","55629","4755","49440","N","N","8551","38997","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)",
"1600000US2688940","Wyoming city, Michigan","N","N","10822","1757","1297","17297","1475","28119","9.8","4.4","3.0","8.3","6.2","14.8","N","N","8.9","3.2","4.6","2.5","15.6","6.4","N","N","18.8","6.0","N","N","4.4","11.8","3.5","14.4","14.7","7.0","N","N","3.0","8.1","3.1","11.7","18.8","8.1","N","N","4.9","18.5","4.5","20.1","18.7","4.1","4.7","13.7","N","N","5.6","20.8","10.0","2.9","0.8","1.3","N","N","4.3","15.1","6.2","2.1","8.8","3.3","N","N","2.1","2.5","0.9","1.6","1.2","1.2","N","N","0.6","1.1","0.7","0.9","0.5","0.5","1.3","0.0","N","N","40454","2885","46940","4971","26507","5521","9781","58280","4410","54831","2970","47481","N","N","4315","31978","29.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)",
"1600000US2706616","Bloomington city, Minnesota","N","N","13927","1718","1028","21742","1572","35669","2.0","1.6","1.6","3.8","3.3","7.8","N","N","4.6","1.6","2.2","1.7","8.2","3.2","N","N","12.5","4.7","N","N","2.2","4.9","2.1","7.1","14.3","4.4","N","N","1.9","8.2","2.1","11.2","20.0","5.0","N","N","2.9","13.3","2.3","15.2","22.0","2.7","4.8","21.9","N","N","3.6","20.8","14.1","2.7","6.8","3.3","N","N","4.1","17.8","14.5","2.9","19.9","4.0","N","N","6.8","3.0","1.1","5.9","1.7","3.8","N","N","0.0","0.7","4.9","1.8","1.2","3.8","1.5","1.7","N","N","56407","2783","73098","6600","41072","4368","7256","86392","7739","90441","4936","75236","N","N","4908","48978","18.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.1","(X)",
"1600000US2707966","Brooklyn Park city, Minnesota","N","N","6440","1352","1171","18476","1633","24916","4.3","2.5","1.7","3.7","5.2","8.0","N","N","2.9","1.9","3.5","2.9","4.4","3.6","N","N","15.2","8.8","N","N","4.1","9.6","4.0","12.2","22.0","9.0","N","N","3.8","9.8","3.6","12.2","19.8","7.5","N","N","4.1","13.6","3.5","15.4","15.1","3.6","6.7","14.5","N","N","4.2","16.3","15.9","3.9","8.8","5.3","N","N","4.6","16.5","15.2","3.2","17.5","3.7","N","N","5.1","4.6","2.5","5.6","3.3","4.6","N","N","0.8","1.3","3.4","1.6","1.3","2.9","1.7","1.4","N","N","56486","9313","66444","8762","35224","5634","7582","85623","5551","74108","4664","69541","N","N","8290","47166","23.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)",
"1600000US2717000","Duluth city, Minnesota","N","N","17035","1499","1258","19779","1620","36814","4.3","2.6","3.0","10.7","5.5","18.1","N","N","7.9","2.3","6.0","2.1","10.8","4.1","N","N","20.7","5.0","N","N","3.6","7.1","3.1","12.8","21.4","5.5","N","N","3.0","9.8","3.4","15.2","10.2","3.0","N","N","3.3","13.0","2.5","12.0","15.6","3.1","3.8","8.9","N","N","4.3","20.9","11.9","2.5","7.0","3.2","N","N","3.3","15.9","9.4","1.7","15.7","2.9","N","N","2.1","1.6","0.9","3.2","1.6","1.8","N","N","0.3","0.5","4.1","1.8","1.0","2.5","0.7","0.6","N","N","37646","3402","62456","6117","25156","3588","7434","76984","6846","75592","4794","57827","N","N","7616","36268","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)",
"1600000US2743000","Minneapolis city, Minnesota","44202","2445","95808","4557","2774","69990","3861","165798","7.7","1.9","1.4","11.1","1.9","15.5","1.0","1.5","7.2","0.9","4.7","1.3","9.2","1.4","0.9","1.7","12.3","1.6","1.5","3.9","1.6","9.8","1.1","11.1","10.3","1.7","1.8","6.4","1.4","7.4","1.2","9.4","13.9","1.3","1.9","9.6","2.0","11.9","1.2","13.5","17.5","1.5","2.1","17.7","2.4","17.3","2.1","17.5","11.0","1.2","9.2","1.3","2.8","18.4","2.0","13.1","11.2","1.2","16.0","1.9","23.1","2.6","7.3","1.4","0.7","6.0","1.2","4.1","9.1","1.9","2.4","0.8","5.9","1.1","0.6","3.9","0.7","2.1","1.7","8.9","46508","2760","61725","4571","37166","2322","4863","88759","4367","82633","2823","65819","109161","6274","3117","51562","18.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.8","(X)",
"1600000US2751730","Plymouth city, Minnesota","N","N","8169","1355","1096","18919","1630","27088","2.8","2.2","1.7","2.8","2.3","2.8","N","N","2.7","1.2","1.3","1.0","5.9","3.4","N","N","12.2","4.1","N","N","2.2","3.1","2.0","5.8","9.2","5.0","N","N","2.2","5.8","2.2","6.8","15.5","5.1","N","N","2.9","8.3","2.6","10.5","16.4","3.1","6.8","21.8","N","N","3.6","15.0","15.5","3.0","16.2","7.5","N","N","3.0","14.4","19.6","4.0","23.4","5.3","N","N","10.7","4.3","2.1","8.5","2.7","6.5","N","N","2.1","2.0","17.5","3.7","2.6","13.3","2.4","3.6","N","N","81054","7397","98036","8125","55845","10740","11439","109284","10135","124968","7353","107610","N","N","8014","66622","19.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.0","(X)",
"1600000US2754880","Rochester city, Minnesota","N","N","16214","1533","1522","26843","1289","43057","1.5","0.8","1.4","5.3","3.7","11.9","N","N","3.8","1.2","1.2","0.8","8.8","3.1","N","N","19.7","5.2","N","N","2.4","5.5","2.5","10.7","15.7","4.0","N","N","2.6","7.9","2.1","11.0","13.6","3.6","N","N","2.9","11.9","2.5","12.1","20.4","3.2","4.7","16.5","N","N","3.8","21.9","15.4","2.3","8.0","2.8","N","N","3.2","19.8","13.0","2.6","18.3","3.6","N","N","3.7","2.5","1.4","7.1","2.2","4.8","N","N","0.6","0.7","5.0","1.5","1.0","3.7","1.5","1.5","N","N","56826","3530","75166","3885","32011","2696","2943","81015","5240","89935","4124","72549","N","N","6261","42383","20.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.6","(X)",
"1600000US2756896","St. Cloud city, Minnesota","N","N","12429","1709","1174","14113","1519","26542","6.3","2.7","2.9","11.2","6.1","17.7","N","N","5.9","2.0","4.7","2.9","8.0","3.8","N","N","19.4","7.2","N","N","3.4","8.1","3.8","13.0","15.9","5.1","N","N","4.4","12.8","3.2","14.4","19.8","6.0","N","N","4.7","12.0","3.5","15.7","18.7","3.5","5.8","14.8","N","N","4.1","21.3","9.4","2.2","2.3","1.9","N","N","3.7","14.4","7.4","2.4","12.9","4.2","N","N","1.3","1.4","1.3","4.3","2.4","2.3","N","N","0.0","0.8","3.1","1.9","1.1","2.0","1.0","0.7","N","N","39782","3574","54061","6557","28068","4994","4009","69025","7001","69105","3812","52583","N","N","3291","32168","33.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)",
"1600000US2758000","St. Paul city, Minnesota","38645","2226","49102","2904","2441","60986","2941","110088","7.9","1.7","1.4","10.9","2.3","14.8","1.6","2.6","6.8","1.1","6.0","1.6","8.9","1.7","1.7","4.5","15.0","2.5","2.0","5.9","2.1","11.6","1.4","13.0","13.0","2.2","2.5","8.8","1.9","9.9","1.4","11.5","17.2","2.4","2.2","9.5","1.5","9.8","1.3","13.0","17.7","1.6","2.7","16.3","3.0","20.0","2.3","18.9","11.7","1.3","10.3","1.7","2.8","16.5","2.0","12.3","9.1","1.1","13.6","1.8","18.3","2.4","3.0","1.0","0.7","6.2","1.3","3.7","8.1","1.7","0.4","0.3","3.8","1.0","0.6","2.6","0.7","1.0","1.4","5.9","44057","3019","55254","3533","33267","2698","4362","73529","3948","73270","2352","59595","91754","5368","2505","41019","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8","(X)",
"1600000US2829700","Gulfport city, Mississippi","N","N","9265","1788","1364","15174","1804","24439","10.4","3.9","3.9","11.9","8.1","18.2","N","N","9.2","3.2","7.1","3.5","11.6","6.4","N","N","15.5","5.3","N","N","4.9","12.4","3.8","12.9","17.5","6.7","N","N","4.2","11.4","3.6","14.2","17.7","6.7","N","N","5.3","16.7","4.1","17.7","17.1","3.8","4.7","11.1","N","N","4.8","19.9","6.9","2.5","3.2","3.1","N","N","4.0","9.1","7.5","2.6","9.1","3.5","N","N","4.7","3.6","1.4","2.8","2.2","1.8","N","N","0.0","2.0","1.1","0.9","0.6","0.9","0.7","0.5","N","N","36104","3665","42263","7123","26467","3687","8509","61380","6693","53978","4478","46731","N","N","5323","33235","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.5","(X)",
"1600000US2836000","Jackson city, Mississippi","18273","1979","22078","2162","2201","39286","2334","61364","8.7","2.4","2.4","12.0","4.8","19.4","0.6","0.5","9.7","2.0","7.3","2.2","14.5","3.6","1.8","2.3","20.8","5.0","3.5","9.2","2.6","14.0","2.3","16.2","11.5","3.9","4.0","10.7","3.2","14.4","2.2","12.5","18.0","4.6","4.9","16.1","3.5","17.8","3.0","19.0","14.6","2.4","3.6","11.1","4.9","20.2","3.0","15.4","6.2","1.7","1.3","1.5","4.2","14.3","2.5","9.0","6.0","1.4","8.1","2.0","15.8","3.9","2.0","1.8","0.6","1.4","0.8","1.3","2.9","1.8","1.1","1.2","3.9","1.6","1.0","2.6","0.6","0.3","3.2","8.0","34699","2420","39000","2759","23092","2790","5453","59583","4646","55849","3119","47351","N","N","3958","30330","43.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)",
"1600000US2915670","Columbia city, Missouri","N","N","22621","2019","1494","20940","1916","43561","5.2","2.5","3.0","16.5","5.0","27.0","N","N","7.5","2.3","3.9","2.1","11.0","4.1","N","N","19.3","4.9","N","N","2.9","7.1","2.9","13.3","11.6","3.9","N","N","4.3","13.5","2.7","12.2","14.2","3.7","N","N","3.2","11.9","2.3","13.3","16.1","2.8","3.2","10.1","N","N","4.5","22.0","7.1","2.1","2.9","2.5","N","N","3.0","12.9","8.0","1.9","12.0","3.1","N","N","3.5","2.4","1.2","6.1","2.3","3.3","N","N","0.3","0.6","5.4","2.2","1.1","2.6","0.7","0.0","N","N","35793","4699","60289","4671","21539","2263","5136","65917","9701","81002","5215","54445","N","N","3273","28865","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)",
"1600000US2935000","Independence city, Missouri","N","N","19379","2648","1535","27875","2541","47254","7.6","2.9","2.7","10.1","5.1","16.1","N","N","8.2","2.1","4.8","2.3","13.9","4.4","N","N","21.8","5.1","N","N","2.9","9.1","2.9","14.5","12.6","3.9","N","N","2.9","8.8","2.3","10.4","19.5","4.1","N","N","3.5","15.1","2.3","16.9","17.6","2.9","3.7","11.1","N","N","4.1","21.8","11.7","1.8","2.8","1.4","N","N","2.8","17.6","8.8","2.0","13.1","3.1","N","N","1.1","0.9","0.6","1.5","1.0","1.0","N","N","0.4","0.6","0.5","0.6","0.5","0.6","0.8","0.7","N","N","40895","2450","53897","3260","23079","5785","7341","66414","4912","60875","3078","49932","N","N","3280","31721","28.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)",
"1600000US2938000","Kansas City city, Missouri","68069","2695","81578","3625","3417","107332","3973","188910","8.2","1.4","1.3","11.6","2.2","17.5","1.1","2.5","6.9","0.8","4.6","0.9","10.1","1.6","0.7","1.1","14.7","1.8","1.6","6.7","1.5","9.7","1.1","11.6","13.9","2.0","1.0","6.6","1.4","10.5","1.2","11.8","16.0","1.9","1.6","13.8","1.5","14.5","1.2","15.1","16.7","1.3","1.7","13.6","2.4","20.7","2.1","18.4","10.2","1.0","5.8","1.3","2.0","17.3","1.5","12.7","11.0","1.1","14.6","1.7","20.9","2.6","5.8","1.4","0.5","3.3","0.8","2.4","4.9","1.2","1.2","0.6","3.7","0.8","0.5","2.7","0.6","1.4","1.2","5.5","42780","1670","53474","2745","30479","1782","3846","72921","2841","70202","1788","58690","89261","3957","2372","41640","23.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)",
"1600000US2941348","Lee's Summit city, Missouri","N","N","9895","1579","1147","24501","1709","34396","2.4","1.6","1.4","3.4","3.6","7.3","N","N","3.1","1.1","1.1","1.0","8.2","4.1","N","N","12.0","5.2","N","N","1.9","4.6","2.1","6.6","11.0","4.8","N","N","1.7","3.9","1.8","6.0","28.2","8.5","N","N","3.9","10.9","3.7","15.1","18.2","3.2","7.6","17.5","N","N","3.6","17.8","15.1","3.4","8.7","4.9","N","N","4.0","17.3","19.6","3.3","25.5","4.0","N","N","3.6","2.8","2.4","11.1","3.1","8.8","N","N","2.6","2.1","5.3","2.3","1.8","4.0","1.1","1.0","N","N","70442","8898","84532","7361","40154","3916","8013","98020","7348","99302","5906","85288","N","N","5914","47738","21.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.4","(X)",
"1600000US2954074","O'Fallon city, Missouri","N","N","6694","1224","1100","20255","1256","26949","1.2","1.0","1.5","3.0","4.9","8.4","N","N","1.0","0.8","0.9","0.9","2.2","2.0","N","N","25.1","9.3","N","N","2.5","4.5","2.9","9.4","7.3","4.5","N","N","3.0","7.3","2.3","6.7","23.2","9.1","N","N","3.8","10.3","3.6","13.7","18.3","3.4","6.7","16.4","N","N","4.0","18.7","16.3","3.3","14.5","5.9","N","N","3.9","16.8","22.4","4.0","28.6","4.9","N","N","2.8","3.6","2.0","7.4","2.4","6.0","N","N","0.0","2.3","4.3","1.8","1.3","3.3","2.3","0.0","N","N","70258","8262","83941","10562","38586","6141","8395","95567","5003","91868","4455","80587","N","N","5276","43147","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.2","(X)",
"1600000US2964082","St. Charles city, Missouri","N","N","10433","1568","1274","17745","1484","28178","3.6","3.3","2.6","5.2","5.6","10.3","N","N","6.5","3.0","2.5","2.3","15.1","7.4","N","N","16.4","6.1","N","N","2.6","5.2","3.1","9.5","19.4","6.6","N","N","4.8","9.2","3.8","13.5","19.9","7.6","N","N","4.4","11.7","3.9","15.2","18.0","3.9","5.1","10.8","N","N","4.9","22.5","12.0","2.6","4.8","2.8","N","N","3.9","16.0","13.3","2.7","19.6","4.0","N","N","1.7","1.7","1.6","4.9","2.3","3.5","N","N","1.2","1.4","4.9","2.4","1.5","3.2","0.8","0.5","N","N","50154","6635","68410","6693","28713","4505","7754","82793","7486","83932","4952","66558","N","N","4714","34981","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)",
"1600000US2964550","St. Joseph city, Missouri","N","N","12030","1602","1651","16845","1829","28875","6.1","3.0","3.0","11.2","5.8","18.4","N","N","8.3","2.7","2.6","1.5","17.8","5.9","N","N","22.0","7.1","N","N","4.1","10.9","4.0","15.3","9.2","4.2","N","N","3.2","11.4","2.6","9.6","13.3","4.4","N","N","5.7","19.9","3.8","16.8","16.2","2.9","5.1","12.0","N","N","4.6","18.6","10.4","2.3","4.7","2.5","N","N","3.2","12.4","9.8","2.7","14.9","4.4","N","N","2.2","2.7","0.9","1.1","1.1","0.9","N","N","0.0","1.3","2.2","1.6","1.0","1.4","0.6","0.4","N","N","39510","5013","49351","5205","21794","2340","6931","65623","26450","74795","15587","58022","N","N","3954","30555","28.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)",
"1600000US2965000","St. Louis city, Missouri","33572","2119","77062","3426","3417","65090","3236","142152","10.0","1.8","1.7","16.2","2.7","22.5","1.5","3.3","9.2","1.2","7.2","1.5","10.9","2.0","1.7","3.1","16.1","2.4","2.3","7.3","2.0","10.9","1.6","13.3","12.7","2.3","2.6","8.6","2.0","15.3","1.6","13.6","12.8","1.7","3.1","15.7","2.3","15.0","1.5","14.5","16.4","1.3","2.0","14.4","3.5","23.0","2.4","18.5","6.5","1.0","5.6","1.3","2.7","11.9","1.5","7.2","7.0","0.9","10.5","1.6","17.9","2.9","3.9","0.9","0.5","2.9","1.0","1.6","5.1","1.9","0.5","0.3","2.5","0.9","0.5","1.6","0.4","0.6","1.6","4.0","32688","1366","40683","2093","25309","2048","4761","62405","3642","57416","1758","46209","N","N","1846","35381","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)",
"1600000US2970000","Springfield city, Missouri","22296","1800","36141","2428","1941","33209","2085","69350","12.0","3.1","1.9","13.8","2.9","18.9","1.4","2.3","10.6","2.3","5.6","2.3","15.1","3.4","2.1","3.5","22.8","3.3","3.3","11.0","2.7","14.8","1.8","19.6","16.7","3.5","3.5","15.2","2.9","13.2","2.2","15.1","10.9","2.6","3.7","17.2","2.8","15.8","1.9","14.0","15.2","2.2","3.0","12.3","4.1","22.8","3.3","18.2","5.4","1.2","2.3","1.3","3.2","11.8","2.2","8.6","3.7","1.2","7.1","2.3","9.8","3.3","0.3","0.4","0.8","3.1","1.3","1.9","4.6","1.9","0.8","1.0","1.5","0.9","0.4","0.7","0.4","0.0","1.2","1.7","28697","2020","37597","3292","21916","1550","4323","50513","4553","52254","2156","40271","N","N","2130","28026","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)",
"1600000US3006550","Billings city, Montana","N","N","18465","1946","1969","25342","1671","43807","3.7","2.1","1.4","5.4","2.8","9.5","N","N","6.1","2.2","2.4","1.6","9.8","3.6","N","N","17.8","5.4","N","N","2.6","8.8","2.6","12.6","15.9","3.8","N","N","3.7","12.3","2.3","13.1","16.7","4.6","N","N","3.5","16.5","3.1","16.8","19.8","3.3","5.4","19.3","N","N","3.8","19.4","12.6","2.8","4.1","1.8","N","N","3.9","19.2","8.6","1.8","11.1","2.4","N","N","4.0","2.2","1.4","4.0","2.0","3.1","N","N","1.9","1.7","2.6","1.1","0.7","1.8","0.9","0.8","N","N","45941","4356","57461","5386","33061","3950","4769","70713","6326","71142","4202","59669","N","N","3945","42480","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.8","(X)",
